23-Mar-22 00:06:18 - scrapy.utils.log - INFO - Scrapy 2.5.1 started (bot: scrapybot)
23-Mar-22 00:06:18 - scrapy.utils.log - INFO - Versions: lxml 4.6.3.0, libxml2 2.9.10, cssselect 1.1.0, parsel 1.6.0, w3lib 1.22.0, Twisted 20.3.0, Python 3.9.10 (main, Jan 16 2022, 17:12:18) - [GCC 11.2.0], pyOpenSSL 21.0.0 (OpenSSL 1.1.1m  14 Dec 2021), cryptography 3.4.8, Platform Linux-5.9.0-kali1-amd64-x86_64-with-glibc2.33
23-Mar-22 00:06:18 - scrapy.utils.log - DEBUG - Using reactor: twisted.internet.epollreactor.EPollReactor
23-Mar-22 00:06:18 - scrapy.crawler - INFO - Overridden settings:
{'CONCURRENT_REQUESTS': 15,
 'LOG_LEVEL': 'CRITICAL',
 'RETRY_ENABLED': False,
 'USER_AGENT': 'Sitadel 1.0.1'}
23-Mar-22 00:06:18 - scrapy.extensions.telnet - INFO - Telnet Password: a71ba48511ade9a4
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled item pipelines:
[]
23-Mar-22 00:06:18 - scrapy.core.engine - INFO - Spider opened
23-Mar-22 00:06:18 - scrapy.extensions.logstats - INFO - Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
23-Mar-22 00:06:18 - scrapy.extensions.telnet - INFO - Telnet console listening on 127.0.0.1:6023
23-Mar-22 00:10:39 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /contact.tar HTTP/1.1" 404 0
23-Mar-22 00:10:39 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /contact.rar HTTP/1.1" 404 0
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /contact.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /contact.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /contact_old/ HTTP/1.1" 429 0
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /contact.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /contact_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /contact.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /contact_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:40 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /contact1/ HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press.tar HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /contact2/ HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press.zip HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press~/ HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press.rar HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press_backup/ HTTP/1.1" 429 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press1/ HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /press2/ HTTP/1.1" 404 0
23-Mar-22 00:10:41 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn~/ HTTP/1.1" 404 0
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn.rar HTTP/1.1" 404 0
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn.tar HTTP/1.1" 404 0
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn.zip HTTP/1.1" 404 0
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:42 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn2/ HTTP/1.1" 429 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron~/ HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /p0rn1/ HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron.tar HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron.zip HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron.rar HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:43 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron1/ HTTP/1.1" 404 0
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder~/ HTTP/1.1" 404 0
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /pron2/ HTTP/1.1" 404 0
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder.rar HTTP/1.1" 404 0
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder.zip HTTP/1.1" 404 0
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder.tar HTTP/1.1" 404 0
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:44 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder~/ HTTP/1.1" 404 0
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder2/ HTTP/1.1" 404 0
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /new%20folder1/ HTTP/1.1" 404 0
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder.tar HTTP/1.1" 404 0
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder.zip HTTP/1.1" 404 0
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder.rar HTTP/1.1" 404 0
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:45 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder1/ HTTP/1.1" 404 0
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /New%20Folder2/ HTTP/1.1" 404 0
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles~/ HTTP/1.1" 404 0
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles.tar HTTP/1.1" 404 0
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles.rar HTTP/1.1" 404 0
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles.zip HTTP/1.1" 404 0
23-Mar-22 00:10:46 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles.bac/ HTTP/1.1" 404 0
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles.backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles_old/ HTTP/1.1" 404 0
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles_bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles_backup/ HTTP/1.1" 404 0
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles1/ HTTP/1.1" 404 0
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /oldfiles2/ HTTP/1.1" 404 0
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files~/ HTTP/1.1" 404 0
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files.tar HTTP/1.1" 404 0
23-Mar-22 00:10:47 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files.rar HTTP/1.1" 404 0
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files.zip HTTP/1.1" 404 0
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files.old/ HTTP/1.1" 404 0
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /old_files.bak/ HTTP/1.1" 404 0
23-Mar-22 00:10:48 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
